"asin","reviewRating","reviewTitle","reviewText","reviewDate"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars
 Really nice laptop and solid as a rock","First macbook I have owned ,I have been a windows/android person for ever . I did not want a iphone just to play with the software so I am trying this macbook air 16gb. Very nice machine even though I only use it for online. I do enjoy learning mac os but surprised it did not do many of the features that Iphone has. I did not like the apple TV, Music or other apps on the unit. I wanted to use Safari browser and now perfect for online searching , Netflix and Amazon Prime video. 2022 model I saved a couple of hundred bucks.","Reviewed in the United States on January 12, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars
 Love my MacBook","I love this MacBook DOWN but honestly it is like a normal laptop but with the features to text and FaceTime. The MacBook is great for work/school and it is very light and easy to carry. The battery life is amazing and last me about 3-4 days without charging. The screen size is normal and doesn’t have a border around it like previous models. The MacBook runs perfectly find especially with the m2 chip. I have had my MacBook for 3 weeks already and there has not been any scratches on it but if you get the midnight color it DOES collect a lot of finger prints.

Review Scale:

• 5 Stars = Exceptional, definitely recommended.
• 4 Stars = Reliable, worth considering.
• 3 Stars = Basic, but works.
• 2 Stars = Not ideal, think twice.
• 1 Star = Avoid, find something better.

My reviews are based solely on my experience with the product. I don’t communicate with sellers, and they play no role in my evaluation.","Reviewed in the United States on January 29, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars
 would reccomend!","it is exactly what it says it is. i love my laptop and it has made my life so much better. i got a MOSISO case + keyboard cover + bag + screen protector + camera cover set for 36 dollars and id recommend that too for anyone wanting to buy this!","Reviewed in the United States on February 20, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Excellent","I had to replace my iMac after 10 years and decided to get the MacBook Air after I read the reviews. I love this laptop, easy to use, to store, love the battery life. And the screen quality is excellent.","Reviewed in the United States on February 12, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    10/10","I love the quality of this laptop and how fast it is. The quality is very good. Laptop came in perfect condition :) couldn’t be happier!","Reviewed in the United States on February 20, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Get this Macbook !","Used to have an M1 MacBook Pro Late 2020 and I immediately regretted buying one over my older Mid 2012 Air. The lack of Magsafe and the annoying Touch Bar were my least favorite things about that model until this one came along. It brought back the magsafe port and I missed how svelte these felt when compared to other laptops. The 16Gb configuration might the best way to future proof it if you use it for daily mundane stuff. Battery lasts all day long and the speakers are pretty decent. 10/10 would recommend getting this one from Amazon, good pricing and fast delivery. I wasn't sold with the Midnight finish at first but it looks way better than the space gray.","Reviewed in the United States on January 10, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    BRAND NEW MacAir 13.6 with M2 @ a great price!","Received on schedule and at a great price! Thank you Amazon! Initially ordered SPACE GREY but returned that unopened to re-order in MIDNIGHT! Happiest in this new color!","Reviewed in the United States on February 17, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Perfect","Exactly what I was looking for I’m so happy and glad that I was able to buy with the offer because now is $9??And that is amazing it was te perfect valentines gift for myself ❤️❤️❤️❤️","Reviewed in the United States on February 4, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    100% recommend","Very good and brand new as advertised in the apple box sealed","Reviewed in the United States on February 18, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Mac that lives up to its name","Love my laptop! Lightweight, reliable, super fast, all the memory I need, and good connectivity. The battery last a really long time. I got the starlight color and it is beautiful! Great purchase.","Reviewed in the United States on February 3, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great!","Arrived fast. Beautiful laptop. Silver, a throwback to the old 13'' and 11'' macbook airs i used to have. Can u even remember the pre-retina days?? Zero battery cycles. The only gripe, i have-- there were no included apple stickers. I wouldve liked those","Reviewed in the United States on January 24, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Good purchase.","This is my second time owning this specific laptop I absolutely love it, if you’re a sims player get this!! It runs smooth without the laptop running hot. It is good on battery life depending on how often you use it. It is a nice size not to big not to small but compact and comfortable enough to tote around. It is quiet and doesn’t run loud. Set up was super easy . You also get all the updates that the newer iPhones get 15 and up models .","Reviewed in the United States on January 1, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Excellent!","I have the 2020 version of this laptop and love it for home use.  Bought the 2022 version for the office and love it more.  Works for me on every level and cheaper than the newer ones directly from Apple.","Reviewed in the United States on January 23, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Macbook M2","I am enjoying my Macbook! First time Mac user & I love how everything connects with my iphone all in one screen. It’s light weight & the screen quality is excellent; it’s convenient for mobile use. Remains charged a little longer than any PC previously owned. Highly recommend it!","Reviewed in the United States on January 16, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Perfect for my work!","Super laptop with all the bells and whistles!","Reviewed in the United States on February 10, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Worth the buy $$$","Everything it says it is!","Reviewed in the United States on February 13, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Nice quality","This Mac Book is amazing !","Reviewed in the United States on February 6, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great Price","I was able to get this at a great price.  My son loves it, and so far no issues its super lightweight and easy to travel with.","Reviewed in the United States on January 21, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great value in 2025","With the discounted price this is a great value pick, M2 is still very powerful and will handle most daily use cases for students and non-technical professionals.","Reviewed in the United States on January 16, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Excelente MacBook","Sin duda alguna es la mejor compra que he hecho por medio de Amazon, funciona excelente, es súper rápida y se adapta perfecto a mis necesidades como diseñadora.","Reviewed in the United States on January 14, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Awesome laptop","Purchased this Apple laptop for my wife as I have a previous version of this laptop. Great quality, very fast, and connects to all of our other Apple products.","Reviewed in the United States on January 10, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Easy to learn and fast","As a previous windows user, buying this as my first Mac, I found it easy to learn.  I stopped using my windows PC after a day or two and it was fairly easy to transfer all my files.  It is also very fast for using various apps and browsing / downloading from the web.","Reviewed in the United States on December 27, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Llegó en excelente estado y a tiempo","Equipo cerrado y nuevo. Excelente estado y en el tiempo en que se prometió","Reviewed in the United States on January 17, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Fast , efficient & worth every penny","The laptop arrived in perfect condition without a single scratch. Performs above expectations. Would definitely buy again.","Reviewed in the United States on January 17, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Laptop","Excelente nuevas sin tachaduras","Reviewed in the United States on January 24, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Good price for a MAC","Usual Mac quality at low Black Friday sale price.","Reviewed in the United States on January 12, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great purchase","I use it for collage and it works perfectly","Reviewed in the United States on January 16, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    It's an Apple - What more can you say.","Replacement for older MacBook Pro that could no longer be upgraded due to lack of memory.  Didn't need all the features of a new MacBook Pro.  Easy transfer of information from the MacBook Pro.  Works as expected.  Apple quality.  Highly recommend.","Reviewed in the United States on December 21, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Has everything you need and more","It’s nice","Reviewed in the United States on January 16, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Premium product!!","As usual Apple knocks it out of the park again with this magnificent laptop. Very pleased with the quality and ease of I am extremely satisfied with the product’s quality and user-I am extremely satisfied with the product’s quality and user-friendliness.","Reviewed in the United States on December 20, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Mac book Air laptop","Laptop arrived in promised time. Perfect shape. Very pleased","Reviewed in the United States on January 9, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Great Price","My daughter loves it and the price was right. Fast shipping but it was just left outside and no signature required","Reviewed in the United States on December 12, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Love! Coming from a Windows girlie","Switched from Dell to this and omg love. Love adding to my apple farm collection. It’s heavier than I thought but super nice and portable. The screen quality is awesome. So clear. Easy to use with phone and def not switching back to windows","Reviewed in the United States on December 21, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Works amazing","No complaints. Well it’s not touch screen but I should’ve known that and I don’t care too much. Sleek, fast, functional","Reviewed in the United States on December 28, 2024"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Good deal and great products","got this from black friday, it was affordable and well function MacBook. if you look for MacBook, this should be the one","Reviewed in the United States on December 11, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Met my expectation","I ordered the product and it came as I had expected, no more no less.","Reviewed in the United States on January 2, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    fabulous","My last MacBook was a 2012 model and it died a week ago! Hopefully, this one lasts as long","Reviewed in the United States on December 29, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Premium laptop when portability counts","Improved keyboard, great display, and unbeatable battery life in a lightweight, sturdy package.  I'm using the 13" 16gB RAM model for software development.  It has two USB-C ports and a magsafe charging port (unused as  I charge it thru USB-C).  I've been an Apple customer for 20 years, and this is quite an improvement over my 2019 13" MacBook Pro.","Reviewed in the United States on December 4, 2024"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    So far so good","So far so good, expensive for an old model but good.","Reviewed in the United States on December 13, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    MacBook Air","Brand new. Flawless device. I purchased for school and it's amazing.","Reviewed in the United States on January 3, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Don't get midnight color","Excellent computer! My last macbook air lasted 10 years before slowing down.As other people have said though, the midnight color shows fingerprints really badly. I read those other reviews and took the risk anyway. Don't do it!! Get one of the other colors!!","Reviewed in the United States on November 18, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    MacBook Air m2 16gb ram and 256gb","Me and my sister got these laptops at a decent price range for these laptops and we just got them and we both played around with them and they run very fantastic and I got to say the battery life and the video quality and music sound is very good and the battery capacity is at 100% and the picture is really fantastic and I got to say this might be the best laptop that I ever bought. Way to go apple.","Reviewed in the United States on December 2, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    LA MEJOR!","La mejor macbook que he tenido en años!","Reviewed in the United States on January 4, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Good as advertised.","Good as advertised.  Remember, you can always add an external drive.","Reviewed in the United States on December 29, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    ease of use","LOVE IT","Reviewed in the United States on January 7, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great computer, great price!","Great computer for the price! Does everything I need!!","Reviewed in the United States on December 27, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Very happy with this purchase","M2 chip is lightning fast and everything works well. Very solidly built!","Reviewed in the United States on December 23, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Muy buena compra","Muy buena compra","Reviewed in the United States on December 27, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Amazing!","Simply a stunning machine. Does what you need it to and still will impress you in other ways. If you’ve been thinking of getting one for a while like I had had been, “treat yo self” and get it. 😎","Reviewed in the United States on December 2, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    AMAZING laptop","It arrived in perfect conditions, so happy with my purchase","Reviewed in the United States on December 16, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great Laptop and Price Value","Laptop was used as a gift which met all specifications.","Reviewed in the United States on December 16, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great Price and it is apple","Great laptop at a great price.","Reviewed in the United States on December 18, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Good quality for the price","My son is using it for college and loves the ease of setting it up and using it for everything for his classes","Reviewed in the United States on December 8, 2024"
"B0B3C5HTGG","3.0 out of 5 stars","3.0 out of 5 stars







  
  
    Disappointed","Got my laptop and everything seemed fine til I found out this laptop doesn't support two moniters. Which is kind of a big deal for me. Not sure why the newer Mac models can't run more than two moniters but I was dissapointed.","Reviewed in the United States on February 3, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Excelente compra","Perfecto complemento para la universidad y el trabajo","Reviewed in the United States on December 16, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    She’s gorgeous","Beautiful MacBook Air and runs so smoothly. Super easy to transfer my other Macs data onto this because the directions are easy to follow. Expensive but it’s worth it!","Reviewed in the United States on December 8, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Nice, Fast, and sleek","Its great! Battery life is amazing, looks great and runs fast!","Reviewed in the United States on December 13, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Just order it.","Received my order very quick (1 day). Package was intact with no damage. The device itself is amazing. Long time Apple use and this is my second M2 MBA and love it. The M2 with 16GB for $749 is a killer deal. Im very pleased.","Reviewed in the United States on November 21, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Love it","Love it so far. Battery lasts ages. Isn’t too heavy. Great option for this price.","Reviewed in the United States on December 18, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Recomenado","Excelente Producto y tiempo de entrega","Reviewed in the United States on December 18, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Best laptop purchase","Great laptop and super light","Reviewed in the United States on December 12, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great laptop","Great laptop with good ram. The M processor is efficient and silent.","Reviewed in the United States on December 5, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great quality","","Reviewed in the United States on December 14, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Best macbook to buy","Buy this macbook, m2 is way better then m1 and will last way longer then m1. This macbook looks modern and will hold its value way better then the macbook air m1. It just looks nicer and is built better. Trust me","Reviewed in the United States on November 12, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Loveee my Mac book","","Reviewed in the United States on December 18, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    M2 MacBook Air","So far so good. Pretty much brand new and easy to transfer all my files with migration assistance.","Reviewed in the United States on December 2, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Perfect","Estaba preocupado porque es un paquete caro y frágil, pero llegó todo correcto, todo bien embalado, funciona de maravilla, 0 errores de fábrica.","Reviewed in the United States on December 2, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    All around excellent","I was torn between the M2 and M3 MacBooks but decided I wanted to save the $100 and get the M2, since I’m not doing anything too crazy. This really has been such an excellent laptop. My first new Mac in 14 years,the battery lasts a very long time, screen and sound quality are great, comfortable to use. I did have to get an adapter for other ports since it only has USB C but I honestly use it very rarely. Hoping it lasts as long as my previous Mac!","Reviewed in the United States on September 14, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Fast and very capable computer","I bought this MacBook Air to replace my old 2011 model. I considered buying an M3 model, but this one costs a lot less. Also, having experienced with 4GB Ram and 128 GB storage, I decided to go with the 16 GB Ram and 512 GB storage. I was not disappointed! This Mac is fast! The 2011 model served me well for 13 years, and I sure believe this one will do as well.","Reviewed in the United States on September 9, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    great product","very good price.","Reviewed in the United States on November 23, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Just awesome","Loved it, my first Mac book!","Reviewed in the United States on November 26, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Brilliant...","machine! This thing is amazing! I've been working off my phone and/or iPad for so long, and have been needing a REAL computer. Picture, sound, versatility, battery life, and so on, are all top notch! Having been an iPhone and iPad user for quite some time, this MacBook Air was/is super easy to learn. I'm very happy with this purchase, and the price was outstanding as well!","Reviewed in the United States on August 14, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great for school","This computer is great for people in collage or high school. Its light weight allows it to be moved around to many places, which allows me to easily bring it to my friends place to work on projects with them. And if you are doing simple things like scrolling the web or chatting with friends on a service like discord, then the battery life lasts a very long time. But the front facing camera isn't really up-to-par with the modern standards today. So if you plan to use this for zoom, or google meet you may want to consider a webcam if you really care about the camera quality. The screen quality is nice, the colors are vibrant and it can get really bright too. If you have an iPhone there are many useful features that connect the phone with the computer. Airdrop is nice when sending research links from my phone to my computer for school slideshows, it is fast and easy. Also, I can send messages to all of my friends from my Mac, and all of my contacts and notes are synced from my phone to my Mac too. But if you do not have an iPhone, I may consider a different brand because the Mac isnt good  with all of the Apple features like iCloud, and it would be a waste of money.","Reviewed in the United States on July 19, 2023"
"B0B3C5HTGG","3.0 out of 5 stars","3.0 out of 5 stars







  
  
    Didn’t last 2 years","Bought this for my son for Xmas 2022.  It’s dead dead.  Even Best Buy can’t fix it .  Not worth the 1300 I paid .  Never again will I trust apple","Reviewed in the United States on November 4, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    MacBook","Best purchase I have ever made.It's lightweight, love the silver color, comfortable to use as the keyboard is backlitExcellent quality for the price.Definitely worth the money.","Reviewed in the United States on August 25, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    It's a MAC!","After years of using a Dell from a previous job, I'm back to my Mac!  Love, love, love!","Reviewed in the United States on September 12, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Impressed","Well packaged,  delivery within time. Quality is excellent, just as advertised. Starlight is just perfect for me. I love it👌","Reviewed in the United States on September 12, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Amazing laptop","Love how slim and light weight this is. If you own an iPhone the integration is perfect. You can manage your messages, calls, & emails on this device. Everything syncs up beautifully!  The device is very fast and I upgraded to the 512gb SSD. You get the dual 35w charger with this and it charged mine from 50% to full in less than 45 mins while using it. The magnet charging cable is braided and color coded with a light indicator while charging. I am shocked how fast this machine moves and what quality the hidden speakers are. Phone calls and FaceTime are flawless. The new web cam is a welcome upgrade and the notch for it is subtle. The trackpad and keyboard are top notch and respond perfectly. This is worth every penny. I went with silver since that new midnight color is prone to scuffs and scratches showing. No fingerprints show on this silver and it’s a very classic look. If you’re on the fence go for it. You won’t be disappointed. No more windows stuff for me.","Reviewed in the United States on August 22, 2022"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Absolutely amazing","Getting and opening and using this laptop is exactly like using and buying one from the Apple Store.","Reviewed in the United States on July 20, 2024"
"B0B3C5HTGG","1.0 out of 5 stars","1.0 out of 5 stars







  
  
    First Mac and Last","I’ve always used windows computers so this is way different. Have used an iPad, so there’s some familiarity. Love the lighted keyboard and it’s lightweight overall. Battery lasts a long time.  It’s not a touch screen which I thought it was. Wish you could change the name of SIRI to something else especially when you change the voice. Maybe you can? And, i’ve just not discovered it yet.  Miss internal optical readers, sigh. Oh well.Update 01/21/2025 - I hate this computer.  So absolutely sorry I bought it.  I cant figure out what it is doing half the time.  It does weird stuff on its own.  There are too many steps just to copy or delete a text in a message or email.  The mouse pad also has a mind of its own and requires really hard contact to get the cursor to move.  Then all of a sudden I cant get the cursor to move at all.  Half the time I cannot get the up/down arrows to scroll in a screen. Blaaaaaahhhhh.","Reviewed in the United States on January 12, 2025"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Modern laptop for personal use","The color, specification and size are my preference. It's worth the price.","Reviewed in the United States on August 1, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Amazing","Live everything about it","Reviewed in the United States on August 14, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Great little laptop","This was just what I was hoping it would be. It’s easy to toss around in my backpack. It’s fast and has wonderful graphics. I  retired recently but still need a laptop and this does just about everything. I can even charge it on the same C cable I use for everything else although it does have a magnetic charging cable as well. I bought a 100 watt charging block with ports for everything and with that and whatever other electronics I need I still have a light backpack. It’s heavier than previous models but it’s put together better too, not to mention I got the upgraded memory as well. Great Apple product as usual.","Reviewed in the United States on July 29, 2023"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    luv it. its just like using my iPhone","luv it","Reviewed in the United States on August 7, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Nice laptop , very convenient for high school teens","13.6 inch screen and fast response ram, like it , thanks","Reviewed in the United States on June 21, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Fantastic","My children are using these for their school and sometimes use them to play online games. They had never used a Mac before, but had used iPads, and had a small learning curve for these and were quickly comfortable using them on a daily basis. I know these are quality products that will last them a long time, which is why I wanted to put the money in now, so that we didn't have to buy a new laptop every 2 years. Very happy with our purchase.","Reviewed in the United States on July 4, 2023"
"B0B3C5HTGG","1.0 out of 5 stars","1.0 out of 5 stars







  
  
    New Macbook Air lasted only 7 weeks!","At first I was very happy with my Macbook Air. However, only 7 weeks after receiving it, the keyboard and track pad both failed simultaneously and I had to take it to an Apple Genius Bar to be shipped for repair. This would be an over $550 repair except I am clearly in the warranty period (received in December and repair needed in January!) This laptop had never left my bedroom and is used basically for sending and receiving emails. Surely, Apple and Amazon should be expected to do better! Now I don't have a computer for a week.","Reviewed in the United States on January 25, 2025"
"B0B3C5HTGG","4.0 out of 5 stars","4.0 out of 5 stars







  
  
    Excellent product, tho does not play nice with Google Drive","It is fast, light, awesome screen....the full package. My only complaint is it is sluggish if I am working on documents on Google Drive that are synced locally and google drive is on. Opening a pdf takes 3-8 seconds, working on one is frustrating because of what feels like a huge latency.This is not the case on my 2018 MacBook pro so there is something going on in the background.Working on non-Google Drive docs is a breeze.","Reviewed in the United States on February 16, 2023"
"B0B3C5HTGG","2.0 out of 5 stars","2.0 out of 5 stars







  
    Defectuosa despues de un mes de uso","En menos de un mes de uso noté una franja vertical que cambiaba la tonalidad real del color de la pantalla, el servicio al cliente de amazon me redirigio al servicio al cliente de Apple el cual confirmó que se trataba de un defecto de fabrica, apple decidió cambiar la pantalla y convirtió una computadora completamente nueva en una rescontruida sin darme ninguna otra opción.","Reviewed in the United States on September 10, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
  
    Price is so affordable.","Working great.","Reviewed in the United States on June 7, 2024"
"B0B3C5HTGG","2.0 out of 5 stars","2.0 out of 5 stars







  
  
    Battery is draining quickly","Battery is draining quickly.","Reviewed in the United States on December 30, 2024"
"B0B3C5HTGG","5.0 out of 5 stars","5.0 out of 5 stars







  
    Excelente producto","Llego en óptimas condiciones","Reviewed in the United States on May 8, 2024"
"B0B3C5HTGG","2.0 out of 5 stars","2.0 out of 5 stars







  
  
    Sent the wrong color","Ordered starlight. Received grey. This is an expensive product to make a mistake like that.","Reviewed in the United States on November 15, 2024"
"B0B3C7MJX3","5.0 out of 5 stars","5.0 out of 5 stars
 Stunning and flawless…","I mean the title says it all, it’s beautiful and works 99% of the time… gorgeous display and very solid build…. Wish I had more money to buy the bigger storage but hey you can what you can afford in this kind of economy… overall I’m very happy because this laptop is a work of art.. hehe","Reviewed in the United States on January 12, 2025"
"B0B3C7MJX3","5.0 out of 5 stars","5.0 out of 5 stars
 Exactly what’s expected","Top-tier! Very nice 1 scratch you can’t see on the Apple sign in perfect condition. Just make sure to verbally give the onetime passcode bc the guy asked me for it over the phone but Amazon app says they shouldn’t call and ask for it. Other than that the color came In correct and I’m satisfied. I just got it have t had it for long.","Reviewed in the United States on January 30, 2025"
